companyName,contractType,location,sector,title,postingDate,hourlySalary,salaryRating,viewsCount,applicationsCount,interviewsCount,offersCount,hired,applicationDate,interviewDate,offerDate,hireDate,timeToHireDays,applicantExperienceLevel,workType,salaryRange
Jobot,Full-time,"Norman, OK",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-05-12,58.69,2.4,349,28,6,1,True,2024-05-20,2024-05-25,2024-05-29,2024-05-31,11.0,Senior,On-site,$100k-$120k
Jobot,Full-time,"Fargo, ND",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-11-28,51.85,1.8,958,99,4,0,False,2024-12-04,2024-12-13,2024-12-19,,,Mid-level,On-site,$100k-$120k
Jobot,Full-time,"Boise, ID",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-09-03,41.45,1.0,978,189,5,1,False,2024-09-09,2024-09-18,2024-09-21,,,Junior,Remote,$120k+
Earth Development,Full-time,"Roswell, GA",Facilities Services,Estimator - Commercial Site Development,2024-05-31,54.16,2.0,1172,35,1,0,False,2024-06-09,2024-06-13,2024-06-16,,,Mid-level,Hybrid,$80k-$100k
Kroger,Full-time,"Commerce Township, MI",Retail,e-COMMERCE/DEPARTMENT LEAD,2024-09-18,53.85,2.0,962,163,27,11,True,2024-09-22,2024-09-29,2024-10-02,2024-10-06,14.0,Mid-level,On-site,$80k-$100k
Kroger,Full-time,"Milford, MI",Retail,e-COMMERCE/DEPARTMENT LEAD,2024-04-25,50.7,1.7,1201,163,28,1,False,2024-05-03,2024-05-09,2024-05-14,,,Senior,On-site,$60k-$80k
Jobot Consulting,Contract,"Duluth, MN","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-10-16,89.74,5.0,275,55,2,0,False,2024-10-20,2024-10-24,2024-10-27,,,Senior,On-site,$120k+
Dignity Health,Contract,"Phoenix, AZ",Hospitals and Health Care,System Manager Supply Chain IT Contracts,2024-06-26,45.89,1.3,798,101,12,2,False,2024-06-28,2024-07-03,2024-07-06,,,Mid-level,Hybrid,$60k-$80k
PRINCETON BAPTIST MEDICAL CENTER,Full-time,Greater Orlando,Hospitals and Health Care,Neurotechnologist Technician I - NEURODIAGNOSTICS,2024-12-28,54.26,2.0,1493,186,13,0,False,2025-01-05,2025-01-08,2025-01-14,,,Mid-level,Hybrid,$80k-$100k
Jobot Consulting,Contract,"Chicago, IL",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-07-14,62.27,2.7,424,91,9,1,False,2024-07-21,2024-07-27,2024-07-31,,,Senior,Remote,$120k+
Jobot,Full-time,"Atlanta, GA",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-09-09,49.14,1.6,312,140,2,0,False,2024-09-13,2024-09-21,2024-09-27,,,Senior,On-site,$100k-$120k
The Contractor Consultants,Full-time,"Plano, TX",Construction,Entry Level Storm Damage Consultant,2024-04-05,39.51,0.8,450,51,5,1,False,2024-04-14,2024-04-18,2024-04-23,,,Junior,On-site,$60k-$80k
The Contractor Consultants,Full-time,"Little Elm, TX",Construction,Entry Level Storm Damage Consultant,2024-04-28,38.92,0.7,1456,28,5,1,False,2024-05-07,2024-05-12,2024-05-15,,,Senior,On-site,$60k-$80k
Michaels Stores,Part-time,"Glen Allen, VA",Retail,"Part Time Custom Framer - HOURLY RATE + BONUS POTENTIAL, WE WILL TRAIN!",2024-08-19,37.82,0.7,1040,26,3,0,False,2024-08-27,2024-08-31,2024-09-04,,,Junior,Remote,$40k-$60k
Natera,Full-time,United States,"Biotechnology Research, Pharmaceutical Manufacturing, and Software Development","Principal, AI Solutions for Sales Effectiveness",2024-09-15,47.45,1.5,913,170,22,3,False,2024-09-16,2024-09-23,2024-09-26,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Columbus, OH",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-10-23,59.53,2.5,1306,85,4,0,False,2024-10-30,2024-11-08,2024-11-11,,,Junior,On-site,$120k+
Jobot Consulting,Contract,"San Antonio, TX",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-07-06,77.35,3.9,324,72,11,3,False,2024-07-11,2024-07-20,2024-07-25,,,Senior,Hybrid,$100k-$120k
The Contractor Consultants,Full-time,"Frisco, TX",Construction,Entry Level Storm Damage Consultant,2024-12-02,37.94,0.7,1398,140,29,12,True,2024-12-09,2024-12-15,2024-12-18,2024-12-22,13.0,Mid-level,On-site,$80k-$100k
MTVS - Meimad TV Studios,Full-time,"Madison, WI",Broadcast Media Production and Distribution,Field Service Engineer,2025-01-25,60.28,2.5,1292,116,3,0,False,2025-02-03,2025-02-06,2025-02-08,,,Mid-level,On-site,$120k+
Jobot Consulting,Contract,"Centreville, VA","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-12-23,79.08,4.1,1270,58,6,0,False,2024-12-25,2024-12-30,2025-01-03,,,Senior,Hybrid,$120k+
"Gromelski & Associates, Inc.",Full-time,"Norfolk, VA",IT Services and IT Consulting,Field Support Technician,2024-04-16,42.76,1.1,1083,64,15,4,False,2024-04-20,2024-04-24,2024-04-28,,,Junior,On-site,$60k-$80k
Jobot Consulting,Contract,"Lubbock, TX",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-09-15,80.22,4.2,1479,163,31,1,False,2024-09-19,2024-09-25,2024-09-27,,,Senior,On-site,$100k-$120k
Jobot Consulting,Contract,"Wichita Falls, TX",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-05-07,67.8,3.1,229,108,10,4,True,2024-05-09,2024-05-13,2024-05-18,2024-05-21,12.0,Senior,On-site,$100k-$120k
Jobot Consulting,Contract,"Frederick, MD","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-06-16,70.36,3.4,480,61,9,2,True,2024-06-19,2024-06-25,2024-06-28,2024-07-01,12.0,Senior,On-site,$100k-$120k
Jobot,Full-time,"Jacksonville, FL",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-03-26,62.94,2.7,1123,109,11,1,False,2025-04-03,2025-04-12,2025-04-15,,,Senior,On-site,$120k+
Jobot,Full-time,"Atlanta, GA",IT Services and IT Consulting and Software Development,Site Reliability Engineer,2024-05-17,47.26,1.4,1460,126,16,7,True,2024-05-26,2024-06-02,2024-06-06,2024-06-10,15.0,Mid-level,Remote,$100k-$120k
McClatchy Media,Full-time,United States,Newspaper Publishing,"Marketing Communications Specialist, Newsletters",2024-09-20,44.4,1.2,1471,127,10,0,False,2024-09-26,2024-09-30,2024-10-05,,,Mid-level,On-site,$60k-$80k
Jobot Consulting,Contract,"Columbia, MD","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-10-30,86.7,4.7,567,16,1,0,False,2024-11-01,2024-11-08,2024-11-13,,,Senior,Hybrid,$100k-$120k
JFK Johnson Rehabilitation Institute,Full-time,"Hackensack, NJ",Hospitals and Health Care,CT TECHNOLOGIST (FULL-TIME),2024-12-04,49.15,1.6,694,55,3,0,False,2024-12-06,2024-12-14,2024-12-19,,,Junior,On-site,$80k-$100k
Archdiocese of Milwaukee,Full-time,"South Bend, IN",Religious Institutions,3K Teacher,2024-10-08,36.24,0.5,1248,55,2,0,False,2024-10-15,2024-10-23,2024-10-26,,,Senior,On-site,$60k-$80k
Luxor Healthcare,Full-time,"Independence, MO",Hospitals and Health Care,Landscaper,2024-04-04,37.95,0.7,917,109,24,9,False,2024-04-12,2024-04-21,2024-04-26,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"San Antonio, TX",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-07-21,40.2,0.9,1216,153,23,2,False,2024-07-29,2024-08-03,2024-08-05,,,Junior,On-site,$100k-$120k
Sigma Engineered Solutions,Full-time,"Garner, NC",Industrial Machinery Manufacturing,HRIS/Payroll Coordinator,2024-09-25,47.62,1.5,805,161,2,0,False,2024-10-01,2024-10-08,2024-10-14,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"Morgan Hill, CA","Construction, Civil Engineering, and Industrial Machinery Manufacturing",CNC Programmer,2024-05-03,43.95,1.2,574,198,38,8,True,2024-05-11,2024-05-17,2024-05-22,2024-05-28,17.0,Mid-level,On-site,$80k-$100k
Exoprise Systems,Full-time,"Waltham, MA",Software Development,Sales Development Representative (SDR),2024-07-31,37.69,0.6,838,63,3,0,False,2024-08-01,2024-08-06,2024-08-12,,,Senior,Hybrid,$60k-$80k
TelAdvisor Group,Full-time,"Southfield, MI",Telecommunications,Machine Operator,2024-04-13,54.16,2.0,1248,71,8,3,False,2024-04-22,2024-04-26,2024-04-29,,,Junior,On-site,$80k-$100k
Invenia Group,Full-time,"Minneapolis, MN",Biotechnology Research and Pharmaceutical Manufacturing,Field Application Specialist,2024-04-30,45.59,1.3,315,138,26,2,True,2024-05-01,2024-05-05,2024-05-10,2024-05-15,14.0,Junior,Remote,$60k-$80k
Jobot,Full-time,"Indianapolis, IN",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-08-21,46.05,1.3,247,58,13,0,False,2024-08-24,2024-08-30,2024-09-03,,,Senior,On-site,$100k-$120k
Core Systems,Full-time,"Poway, CA",Computer Hardware Manufacturing,Quality Supervisor,2024-05-14,45.01,1.3,298,34,3,0,False,2024-05-23,2024-05-26,2024-05-29,,,Mid-level,On-site,$60k-$80k
Affinity Hospice,Full-time,"Athens, GA",Hospitals and Health Care,Executive Director - Full-time,2024-10-11,48.59,1.5,604,19,2,0,False,2024-10-16,2024-10-19,2024-10-21,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Cleveland, OH",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-11-30,41.91,1.0,1437,127,14,6,False,2024-12-09,2024-12-13,2024-12-15,,,Junior,On-site,$120k+
Harvard University,Full-time,"Petersham, MA",Higher Education,Research Assistant (68074BR),2024-12-28,40.49,0.9,884,153,25,9,True,2025-01-06,2025-01-15,2025-01-21,2025-01-26,20.0,Mid-level,Hybrid,$60k-$80k
Finance Technology AS,Full-time,"Clearwater, FL",Information Technology & Services,Account Development Manager,2024-05-31,51.14,1.8,1102,195,1,0,False,2024-06-06,2024-06-15,2024-06-21,,,Junior,Hybrid,$80k-$100k
Jobot Consulting,Contract,"Midland, TX",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-05-23,73.79,3.6,702,166,3,0,False,2024-05-24,2024-05-30,2024-06-03,,,Senior,On-site,$100k-$120k
"Manufacturing Maintenance Solutions, Inc (MMS)",Full-time,"Louisville, KY",Machinery Manufacturing,"CNC Maintenance Technician Specialist- 1st, 2nd & 3rd Shift",2024-05-07,45.93,1.3,1093,101,22,0,False,2024-05-14,2024-05-17,2024-05-21,,,Senior,On-site,$80k-$100k
Kroger,Part-time,"Wheeling, WV",Retail,Courtesy Clerk/Grocery Bagger,2024-11-07,43.66,1.1,457,143,26,9,False,2024-11-13,2024-11-20,2024-11-22,,,Mid-level,Hybrid,$40k-$60k
Jobot Consulting,Contract,"Savannah, GA",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-12-05,61.32,2.6,1043,153,18,4,True,2024-12-14,2024-12-18,2024-12-23,2024-12-27,13.0,Senior,On-site,$120k+
Jobot Consulting,Contract,"Amarillo, TX",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-04-13,64.97,2.9,320,157,9,0,False,2024-04-20,2024-04-28,2024-04-30,,,Senior,On-site,$100k-$120k
Kroger,Part-time,"Marietta, GA",Retail,Courtesy Clerk/Grocery Bagger,2025-03-04,43.91,1.2,1009,89,6,2,True,2025-03-08,2025-03-15,2025-03-17,2025-03-22,14.0,Mid-level,On-site,$60k-$80k
Kroger,Part-time,"Suwanee, GA",Retail,Courtesy Clerk/Grocery Bagger,2024-04-20,39.18,0.8,1177,80,1,0,False,2024-04-27,2024-05-03,2024-05-07,,,Junior,On-site,$60k-$80k
IN2-AV Recruitment: International AV Staffing Solutions,Full-time,United States,"Staffing and Recruiting, Technology, Information and Media, and Appliances, Electrical, and Electronics Manufacturing",Business Development Manager,2024-10-01,36.0,0.5,253,114,21,2,True,2024-10-03,2024-10-11,2024-10-17,2024-10-23,20.0,Junior,On-site,$60k-$80k
Kroger,Part-time,"Mount Washington, KY",Retail,Courtesy Clerk/Grocery Bagger,2024-12-05,51.87,1.8,1218,87,10,0,False,2024-12-11,2024-12-18,2024-12-22,,,Junior,Remote,$40k-$60k
Aegon,Full-time,United States,Financial Services,Senior Network Engineer,2025-01-30,89.44,5.0,983,52,11,4,True,2025-02-05,2025-02-08,2025-02-12,2025-02-18,13.0,Senior,Hybrid,$100k-$120k
Jobot,Full-time,"Jonesboro, AR",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-12-06,59.83,2.5,440,163,6,0,False,2024-12-08,2024-12-17,2024-12-21,,,Junior,Hybrid,$100k-$120k
Kroger,Part-time,"La Vergne, TN",Retail,Courtesy Clerk/Grocery Bagger,2024-12-29,52.08,1.8,682,99,23,9,True,2025-01-02,2025-01-05,2025-01-07,2025-01-09,7.0,Junior,On-site,$40k-$60k
Kroger,Part-time,"Madison, MS",Retail,Courtesy Clerk/Grocery Bagger,2024-07-27,39.84,0.8,1212,87,12,5,True,2024-08-04,2024-08-12,2024-08-17,2024-08-20,16.0,Mid-level,Hybrid,$40k-$60k
Kroger,Part-time,"Troy, MI",Retail,Courtesy Clerk/Grocery Bagger,2025-01-02,54.21,2.0,386,170,36,8,True,2025-01-10,2025-01-15,2025-01-17,2025-01-22,12.0,Junior,Hybrid,$60k-$80k
Kroger,Part-time,"Alexandria, LA",Retail,Courtesy Clerk/Grocery Bagger,2024-05-01,38.94,0.7,855,35,4,0,False,2024-05-09,2024-05-18,2024-05-21,,,Mid-level,Hybrid,$40k-$60k
Jobot Consulting,Contract,"Port St Lucie, FL",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2025-02-11,88.54,4.9,461,130,13,3,False,2025-02-19,2025-02-23,2025-02-27,,,Senior,On-site,$120k+
Kroger,Part-time,"Atlanta, GA",Retail,Courtesy Clerk/Grocery Bagger,2024-10-03,54.9,2.1,1152,54,1,0,False,2024-10-04,2024-10-12,2024-10-16,,,Junior,Remote,$40k-$60k
Elevance Health,Part-time,Greater Indianapolis,Hospitals and Health Care,Program Manager - Child Welfare,2025-01-03,49.23,1.6,690,72,8,0,False,2025-01-05,2025-01-11,2025-01-14,,,Junior,On-site,$40k-$60k
TEKsystems,Full-time,"Myrtle Point, OR",IT Services and IT Consulting,(NetIQ) IDM Engineer,2024-09-08,64.53,2.9,630,189,3,0,False,2024-09-12,2024-09-16,2024-09-20,,,Mid-level,Remote,$100k-$120k
Jobot,Full-time,"Pittsburgh, PA",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-11-10,54.24,2.0,438,77,12,2,False,2024-11-19,2024-11-26,2024-11-30,,,Mid-level,On-site,$120k+
Jobot,Full-time,"St Charles, MO",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-09-27,46.49,1.4,503,163,39,8,False,2024-09-30,2024-10-09,2024-10-13,,,Mid-level,On-site,$100k-$120k
TEKsystems,Full-time,"Salisbury, MD",IT Services and IT Consulting,Technical Program Manager,2024-12-11,43.74,1.1,497,11,1,0,False,2024-12-17,2024-12-23,2024-12-26,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"Buffalo, NY",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-05-01,54.84,2.1,275,23,4,1,False,2024-05-08,2024-05-14,2024-05-16,,,Mid-level,Hybrid,$120k+
Jobot,Full-time,"Eau Claire, WI",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-04-23,41.83,1.0,1198,117,2,0,False,2024-05-01,2024-05-04,2024-05-08,,,Mid-level,On-site,$100k-$120k
Jobot Consulting,Contract,"Tampa, FL",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-06-18,78.67,4.1,841,39,8,2,True,2024-06-25,2024-07-02,2024-07-07,2024-07-13,18.0,Senior,Remote,$100k-$120k
TEKsystems,Temporary,"Scottsdale, AZ",IT Services and IT Consulting,Security Tooling Engineer,2024-05-21,64.53,2.9,1026,58,6,1,True,2024-05-24,2024-05-27,2024-05-30,2024-06-02,9.0,Junior,Remote,$80k-$100k
TieTalent,Full-time,"South Holland, IL","Technology, Information and Internet",Hypotheekadviseur,2025-01-31,38.8,0.7,482,149,23,8,True,2025-02-06,2025-02-09,2025-02-15,2025-02-18,12.0,Mid-level,Hybrid,$80k-$100k
City of Wentzville,Full-time,"Wentzville, MO",Government Administration,Senior Civil Engineer (54362),2024-06-07,83.78,4.5,790,53,5,1,False,2024-06-12,2024-06-21,2024-06-24,,,Senior,Hybrid,$100k-$120k
Jobot,Full-time,"Burbank, IL","Human Resources Services, Technology, Information and Internet, and Hospitals and Health Care",QA Lead,2025-03-21,53.16,1.9,271,42,9,0,False,2025-03-25,2025-03-30,2025-04-01,,,Mid-level,Hybrid,$80k-$100k
CHI,Full-time,"Houston, TX",Hospitals and Health Care,Medical Laboratory Scientist,2024-07-25,73.59,3.6,1486,22,1,0,False,2024-07-26,2024-07-29,2024-08-01,,,Junior,Hybrid,$100k-$120k
Jobot,Full-time,"Henderson, NV","Construction, Building Construction, and Architecture and Planning",Sr. Project Director,2024-05-27,54.2,2.0,902,87,11,0,False,2024-06-03,2024-06-07,2024-06-13,,,Senior,On-site,$60k-$80k
Jobot,Full-time,"Huntsville, AL",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-12-26,53.04,1.9,774,135,5,0,False,2025-01-03,2025-01-09,2025-01-14,,,Mid-level,Hybrid,$120k+
"CSAA Insurance Group, a AAA Insurer",Full-time,"Phoenix, AZ",Insurance,Enterprise Payment Systems Consultant ,2024-11-17,54.55,2.0,1199,107,3,0,False,2024-11-19,2024-11-28,2024-12-04,,,Junior,Remote,$60k-$80k
Jobot,Full-time,"Las Vegas, NV",IT Services and IT Consulting and Software Development,Project Engineer,2024-09-20,58.93,2.4,1091,35,3,0,False,2024-09-27,2024-09-30,2024-10-03,,,Mid-level,On-site,$120k+
Jobot,Full-time,"Boston, MA",IT Services and IT Consulting and Software Development,Mechanical Engineer - MEP,2024-10-06,44.04,1.2,211,30,1,0,False,2024-10-12,2024-10-20,2024-10-26,,,Junior,Remote,$100k-$120k
Jobot,Full-time,"Los Angeles, CA",IT Services and IT Consulting and Software Development,DevOps Engineer - Unity experience required,2024-12-08,51.92,1.8,340,165,2,0,False,2024-12-13,2024-12-17,2024-12-20,,,Senior,On-site,$100k-$120k
Northern Trust,Full-time,"Chicago, IL",Financial Services,"HRIS Consultant, Workday",2024-06-11,49.37,1.6,216,57,8,2,False,2024-06-15,2024-06-22,2024-06-27,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Philadelphia, PA","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior SQL Developer,2025-03-30,67.42,3.1,1286,177,31,11,True,2025-04-01,2025-04-07,2025-04-12,2025-04-14,13.0,Senior,On-site,$100k-$120k
Jobot,Full-time,"Kansas City, MO",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-03-21,56.02,2.2,452,75,1,0,False,2025-03-27,2025-04-05,2025-04-07,,,Junior,On-site,$120k+
Jobot,Full-time,"Lake Havasu City, AZ",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-11-13,56.67,2.2,664,96,7,1,True,2024-11-18,2024-11-26,2024-12-01,2024-12-04,16.0,Junior,Remote,$120k+
Jobot,Full-time,"Flagstaff, AZ",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-05-31,44.07,1.2,575,88,14,4,True,2024-06-02,2024-06-11,2024-06-15,2024-06-18,16.0,Junior,Remote,$100k-$120k
Coherent Corp.,Full-time,"Wilsonville, OR",Semiconductor Manufacturing,Quality Engineer,2024-11-26,54.13,2.0,1180,32,5,0,False,2024-12-03,2024-12-12,2024-12-18,,,Mid-level,Hybrid,$100k-$120k
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,IT Sr Technical Analyst Revenue Cycle,2024-04-28,50.43,1.7,719,90,19,1,False,2024-05-04,2024-05-12,2024-05-18,,,Mid-level,Remote,$60k-$80k
The Helper Bees,Full-time,"Austin, TX",Insurance,Regional Network Development Associate,2024-04-12,44.98,1.2,289,57,12,0,False,2024-04-21,2024-04-28,2024-05-01,,,Junior,On-site,$80k-$100k
Jobot,Full-time,"Birmingham, AL",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-06-22,40.3,0.9,919,133,28,13,False,2024-06-27,2024-07-05,2024-07-10,,,Junior,On-site,$120k+
TEKsystems,Full-time,"Troy, MI",IT Services and IT Consulting,Home Equity Processor,2024-09-11,35.18,0.4,1003,139,31,12,True,2024-09-20,2024-09-24,2024-09-26,2024-09-30,10.0,Junior,Hybrid,$60k-$80k
Jobot,Full-time,"Southaven, MS",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-01-29,48.93,1.6,995,93,11,1,True,2025-02-07,2025-02-16,2025-02-18,2025-02-20,13.0,Junior,Remote,$100k-$120k
Dignity Health,Full-time,"Phoenix, AZ",Hospitals and Health Care,Imaging Scheduler,2024-12-10,53.52,2.0,829,29,1,0,False,2024-12-11,2024-12-18,2024-12-20,,,Junior,On-site,$60k-$80k
Jobot Consulting,Contract,"Abilene, TX",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-12-14,66.86,3.1,1398,196,2,0,False,2024-12-19,2024-12-28,2025-01-01,,,Senior,Remote,$120k+
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,EPIC Sr Application Analyst Bugsy,2024-09-01,47.69,1.5,275,55,8,1,False,2024-09-10,2024-09-18,2024-09-23,,,Mid-level,Hybrid,$80k-$100k
